lexeme,synset,has_consecutive_test,consecutive_pvalue,consecutive_significant,has_pairwise_test,num_significant_pairs,max_drift_magnitude,min_pvalue,num_drift_events,max_impact_duration,total_timespans,drift_event_types,affected_timespans,result_path,num_dimensions,any_significant
kasse,s6521,True,0.037,True,True,1,13.523720140054364,0.033,1,3,2,sudden_shift,"1911-1920,1921-1930,1931-1940",results/gbert-largeWSD/lexemes/kasse/s6521,1024.0,True
kasse,s25445,True,0.06,False,True,24,10.818350204675609,0.0,6,5,16,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/gbert-largeWSD/lexemes/kasse/s25445,1024.0,True
kasse,s22803,True,0.863,False,True,3,13.366644116561885,0.015,3,6,4,sudden_shift,"1921-1930,1931-1940,1941-1950,1961-1970,1981-1990,1991-2000",results/gbert-largeWSD/lexemes/kasse/s22803,1024.0,True
universität,s9426,True,0.658,False,True,6,15.385821019844547,0.009,6,9,8,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/universität/s9426,1024.0,True
universität,s24528,True,0.0,False,True,43,6.54307311738001,0.0,6,10,20,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/universität/s24528,1024.0,True
blatt,s10649,True,0.158,False,True,16,6.169485003624734,0.0,8,10,13,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/blatt/s10649,1024.0,True
blatt,s46736,True,0.021,True,True,23,11.477617467571312,0.0,6,4,18,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/blatt/s46736,1024.0,True
blatt,s11270,True,0.0,False,True,22,9.417465379155905,0.0,4,3,17,consecutive,"1921-1930,1931-1940,1941-1950,1951-1960,1971-1980,1981-1990,1991-2000,2001-2010",results/gbert-largeWSD/lexemes/blatt/s11270,1024.0,True
block,s15791,True,0.074,False,True,5,12.032427041608468,0.0,1,1,6,consecutive,1911-1920,results/gbert-largeWSD/lexemes/block/s15791,1024.0,True
block,s107180,True,0.428,False,True,15,10.735219639757808,0.002,15,10,12,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/block/s107180,1024.0,True
block,s11307,True,0.531,False,True,1,17.135091397441208,0.017,1,5,2,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1991-2000",results/gbert-largeWSD/lexemes/block/s11307,1024.0,True
block,s9544,True,0.125,False,True,17,22.951630788861824,0.0,12,7,14,"consecutive,sudden_shift","1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/block/s9544,1024.0,True
klappe,s110889,True,0.013,True,True,1,17.0094941320134,0.04,1,3,2,sudden_shift,"1931-1940,1941-1950,1951-1960",results/gbert-largeWSD/lexemes/klappe/s110889,1024.0,True
klappe,s6029,True,0.034,True,True,15,7.712792225198841,0.0,8,10,11,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/klappe/s6029,1024.0,True
klappe,s25993,True,0.013,True,True,42,7.293185861522265,0.0,5,6,19,"consecutive,sudden_shift","1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/klappe/s25993,1024.0,True
pinsel,s8330,True,0.001,True,True,29,7.832164458087232,0.0,6,6,15,"consecutive,sudden_shift","1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/pinsel/s8330,1024.0,True
maske,s106689,True,0.236,False,True,4,8.110710828732856,0.008,4,7,5,sudden_shift,"1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/maske/s106689,1024.0,True
decke,s7419,True,0.07,False,True,9,9.28600816937558,0.0,9,11,8,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/decke/s7419,1024.0,True
pflaster,s7930,True,0.03,True,True,10,13.34021969253522,0.001,5,5,12,"consecutive,sudden_shift","1911-1920,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/pflaster/s7930,1024.0,True
pflaster,s47771,True,0.24,False,True,15,6.64052431979685,0.0,2,5,13,"consecutive,sudden_shift","1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1991-2000",results/gbert-largeWSD/lexemes/pflaster/s47771,1024.0,True
virus,s50968,True,0.14,False,True,32,3.694605890031722,0.0,10,8,16,"consecutive,sudden_shift","1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/virus/s50968,1024.0,True
virus,s64010,True,0.031,True,True,7,24.667487566629596,0.015,1,4,7,consecutive,"1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/virus/s64010,1024.0,True
kartenspiel,s11135,True,0.418,False,True,5,6.21610543279825,0.003,1,2,6,consecutive,"1911-1920,1921-1930",results/gbert-largeWSD/lexemes/kartenspiel/s11135,1024.0,True
fuß,s33599,True,0.163,False,True,2,16.028567125217066,0.012,1,2,3,consecutive,"1911-1920,1961-1970",results/gbert-largeWSD/lexemes/fuß/s33599,1024.0,True
fuß,s26149,True,0.403,False,True,22,7.842376739263474,0.0,15,10,17,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/fuß/s26149,1024.0,True
fuß,s110427,True,0.594,False,True,7,14.81287672426572,0.004,2,5,8,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960",results/gbert-largeWSD/lexemes/fuß/s110427,1024.0,True
flügel,s12102,True,0.762,False,True,2,10.862766074158165,0.017,2,7,3,sudden_shift,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/gbert-largeWSD/lexemes/flügel/s12102,1024.0,True
flügel,s26446,True,0.309,False,True,3,6.7360858099365295,0.031,1,1,4,consecutive,1911-1920,results/gbert-largeWSD/lexemes/flügel/s26446,1024.0,True
flügel,s11625,True,0.742,False,True,3,16.77447886101413,0.036,3,10,4,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/gbert-largeWSD/lexemes/flügel/s11625,1024.0,True
flügel,s73683,True,0.679,False,True,3,17.59169501637645,0.0,3,7,4,sudden_shift,"1921-1930,1931-1940,1961-1970,1971-1980,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/flügel/s73683,1024.0,True
flügel,s23151,True,0.209,False,True,15,10.532314821999272,0.001,15,11,13,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/flügel/s23151,1024.0,True
flügel,s9697,True,0.029,True,True,19,15.540990513601932,0.0,3,2,12,"consecutive,sudden_shift","1951-1960,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/flügel/s9697,1024.0,True
kurs,s13438,True,0.053,False,True,21,8.095911272966054,0.0,4,2,18,"consecutive,sudden_shift","1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,2011-2018",results/gbert-largeWSD/lexemes/kurs/s13438,1024.0,True
kurs,s41951,True,0.072,False,True,9,15.990193423938331,0.009,4,3,11,"consecutive,sudden_shift","1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010",results/gbert-largeWSD/lexemes/kurs/s41951,1024.0,True
kurs,s41895,True,0.668,False,True,12,10.769651248614764,0.0,12,10,12,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/kurs/s41895,1024.0,True
kurs,s30016,True,0.74,False,True,12,8.404869530907876,0.008,12,10,9,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/kurs/s30016,1024.0,True
klima,s14251,True,0.793,False,True,2,7.872005677587248,0.014,2,4,4,sudden_shift,"1951-1960,1961-1970,1971-1980,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/klima/s14251,1024.0,True
klima,s41205,True,0.052,False,True,29,10.372533135598914,0.0,18,9,16,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/klima/s41205,1024.0,True
tor,s10304,True,0.01,True,True,33,6.010810492125695,0.0,3,3,13,"consecutive,sudden_shift","1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/gbert-largeWSD/lexemes/tor/s10304,1024.0,True
tor,s33154,True,0.102,False,True,13,13.783494483643397,0.003,4,3,11,"consecutive,sudden_shift","1941-1950,1951-1960,1961-1970,1971-1980,2001-2010",results/gbert-largeWSD/lexemes/tor/s33154,1024.0,True
tor,s37889,True,0.128,False,True,3,14.725733518956387,0.012,3,9,5,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/tor/s37889,1024.0,True
schimmel,s50922,True,0.316,False,True,10,8.071712147936484,0.001,4,3,10,"consecutive,sudden_shift","1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",results/gbert-largeWSD/lexemes/schimmel/s50922,1024.0,True
schimmel,s47572,True,0.29,False,True,8,8.781098003019194,0.0,8,11,9,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/schimmel/s47572,1024.0,True
richtung,s27305,True,0.295,False,True,8,7.561146906811391,0.0,8,7,8,sudden_shift,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/richtung/s27305,1024.0,True
richtung,s51065,True,0.033,True,True,1,21.85434236052657,0.043,1,2,2,sudden_shift,"1941-1950,1971-1980",results/gbert-largeWSD/lexemes/richtung/s51065,1024.0,True
richtung,s41895,True,0.016,True,True,24,10.261897827037473,0.0,13,8,15,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/richtung/s41895,1024.0,True
bank,s69017,True,0.112,False,True,2,23.347758815164703,0.01,2,3,3,sudden_shift,"1921-1930,1931-1940,1971-1980",results/gbert-largeWSD/lexemes/bank/s69017,1024.0,True
bank,s9650,True,0.894,False,True,1,10.198726071965297,0.042,1,8,2,sudden_shift,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/bank/s9650,1024.0,True
bank,s25245,True,0.0,False,True,51,3.7164638652892,0.0,6,2,20,consecutive,"1931-1940,1941-1950,1951-1960,1971-1980,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/bank/s25245,1024.0,True
bank,s6399,True,0.289,False,True,8,11.263519256262676,0.002,8,10,8,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/bank/s6399,1024.0,True
zeitung,s10649,True,0.102,False,True,10,5.021388864713511,0.002,4,7,11,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",results/gbert-largeWSD/lexemes/zeitung/s10649,1024.0,True
zeitung,s29644,True,0.257,False,True,31,11.974787122862098,0.0,5,5,16,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/gbert-largeWSD/lexemes/zeitung/s29644,1024.0,True
