lexeme,synset,std_drift,iqr_drift,kde_peak,num_dimensions,any_significant
kurs,s41951,1315.8762548976458,2032.8173293767204,0.0009843689177214305,8192,False
kurs,s41895,1317.4032036106216,2036.7533159149427,0.0009822185494366019,8192,True
kurs,s30016,1318.1212395311102,2038.4421290132627,0.0009815139349033772,8192,True
klima,s14251,1317.2156659830077,2036.381346397366,0.0009828545927827517,8192,False
klima,s41205,1317.6882787966908,2037.4049459317025,0.000982092672928386,8192,True
tor,s10304,1319.6095366903648,2041.9537817270607,0.0009799830054591115,8192,True
tor,s10313,1314.0994904857969,2028.8584980146227,0.0009858244397115414,8192,False
tor,s33154,1316.3275644711293,2033.9300633910773,0.000983734791672892,8192,True
tor,s37889,1314.5819945180049,2029.8085656626233,0.000985379834451615,8192,True
schimmel,s50922,1317.9059520543674,2037.8219008980861,0.0009818646778077128,8192,True
schimmel,s47572,1316.2055500878364,2033.821041319165,0.000983748003429024,8192,True
richtung,s27305,1319.14675900345,2040.916740828689,0.0009804552485142481,8192,True
richtung,s51065,1316.6042585370399,2034.9097939808212,0.0009833495898936206,8192,False
richtung,s41895,1318.1044118819034,2038.3805895239943,0.0009816201135135257,8192,True
bank,s69017,1313.1657393160615,2026.8189211864933,0.0009866785787733077,8192,False
bank,s9650,1313.890793967465,2027.9180049992021,0.0009866423045872758,8192,True
bank,s25245,1320.2785187028935,2043.6296726991352,0.0009790169076040565,8192,True
bank,s6399,1316.6892589624124,2035.2060271803255,0.0009830104470946518,8192,True
zeitung,s10649,1319.4052126221952,2041.4368793546666,0.0009800988892592363,8192,True
zeitung,s29644,1318.0215692449958,2038.2021141816572,0.0009815935385420263,8192,True
