lexeme,synset,has_consecutive_test,consecutive_pvalue,consecutive_significant,has_pairwise_test,num_significant_pairs,max_drift_magnitude,min_pvalue,num_drift_events,max_impact_duration,total_timespans,drift_event_types,affected_timespans,result_path,num_dimensions,any_significant
pflaster,s7930,True,0.489,False,True,2,509.1668635485917,0.015,2,6,3,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970",results/Qwen3-8b/lexemes/pflaster/s7930,4096.0,True
pflaster,s47771,True,0.749,False,True,7,205.1465417313014,0.001,4,7,8,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",results/Qwen3-8b/lexemes/pflaster/s47771,4096.0,True
virus,s50968,True,0.245,False,True,4,445.3036808546702,0.014,4,9,5,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-8b/lexemes/virus/s50968,4096.0,True
virus,s64010,True,0.065,False,True,1,6758.053344116319,0.03,1,5,2,sudden_shift,"1961-1970,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-8b/lexemes/virus/s64010,4096.0,True
kartenspiel,s11135,True,0.556,False,True,5,342.1523205829666,0.009,5,7,8,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-8b/lexemes/kartenspiel/s11135,4096.0,True
gesichtsmaske,s63142,True,0.571,False,True,1,545.7532921025902,0.027,1,1,2,consecutive,2001-2010,results/Qwen3-8b/lexemes/gesichtsmaske/s63142,4096.0,True
fuß,s26149,True,0.396,False,True,10,231.6770026815549,0.001,2,1,9,consecutive,"1931-1940,2001-2010",results/Qwen3-8b/lexemes/fuß/s26149,4096.0,True
fuß,s110427,True,0.547,False,True,3,446.0576595331904,0.023,2,6,4,"consecutive,sudden_shift","1911-1920,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",results/Qwen3-8b/lexemes/fuß/s110427,4096.0,True
flügel,s12102,True,0.163,False,True,3,562.7103042390553,0.024,3,9,4,sudden_shift,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-8b/lexemes/flügel/s12102,4096.0,True
flügel,s26446,True,0.697,False,True,8,563.132221461129,0.01,3,3,10,"consecutive,sudden_shift","1931-1940,1941-1950,1951-1960,1961-1970",results/Qwen3-8b/lexemes/flügel/s26446,4096.0,True
flügel,s11625,True,0.163,False,True,1,610.9881654781988,0.046,1,7,2,sudden_shift,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-8b/lexemes/flügel/s11625,4096.0,True
flügel,s73683,True,0.073,False,True,1,479.60259574765263,0.01,1,6,2,sudden_shift,"1921-1930,1931-1940,1961-1970,1971-1980,1991-2000,2001-2010",results/Qwen3-8b/lexemes/flügel/s73683,4096.0,True
flügel,s23151,True,0.515,False,True,6,349.9309845133053,0.009,6,8,8,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-8b/lexemes/flügel/s23151,4096.0,True
flügel,s9697,True,0.643,False,True,3,376.7395927720861,0.019,3,5,4,sudden_shift,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",results/Qwen3-8b/lexemes/flügel/s9697,4096.0,True
kurs,s13438,True,0.809,False,True,9,575.8883485792,0.0,1,1,10,consecutive,2011-2018,results/Qwen3-8b/lexemes/kurs/s13438,4096.0,True
kurs,s41895,True,0.108,False,True,3,597.8438772359664,0.014,2,3,5,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,2011-2018",results/Qwen3-8b/lexemes/kurs/s41895,4096.0,True
kurs,s30016,True,0.488,False,True,7,500.05757547219287,0.009,6,8,10,"consecutive,sudden_shift","1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-8b/lexemes/kurs/s30016,4096.0,True
klima,s41205,True,0.818,False,True,6,402.2393713424426,0.022,5,9,8,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-8b/lexemes/klima/s41205,4096.0,True
tor,s10304,True,0.807,False,True,12,175.06122677151322,0.009,3,3,11,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1961-1970,1971-1980,1981-1990",results/Qwen3-8b/lexemes/tor/s10304,4096.0,True
tor,s33154,True,0.949,False,True,4,479.5897163141868,0.003,4,6,6,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",results/Qwen3-8b/lexemes/tor/s33154,4096.0,True
tor,s37889,True,0.58,False,True,4,532.5377243449566,0.004,3,6,6,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,2001-2010,2011-2018",results/Qwen3-8b/lexemes/tor/s37889,4096.0,True
schimmel,s50922,True,0.759,False,True,1,326.70008164219405,0.039,1,5,2,sudden_shift,"1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-8b/lexemes/schimmel/s50922,4096.0,True
schimmel,s47572,True,0.914,False,True,3,341.4949281791281,0.018,3,6,4,sudden_shift,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",results/Qwen3-8b/lexemes/schimmel/s47572,4096.0,True
richtung,s27305,True,0.053,False,True,5,317.4579533181952,0.007,4,5,7,"consecutive,sudden_shift","1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018",results/Qwen3-8b/lexemes/richtung/s27305,4096.0,True
richtung,s41895,True,0.399,False,True,2,386.6562600306409,0.023,2,6,4,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010",results/Qwen3-8b/lexemes/richtung/s41895,4096.0,True
bank,s9650,True,0.768,False,True,4,649.9463772805991,0.015,4,10,5,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-8b/lexemes/bank/s9650,4096.0,True
bank,s25245,True,0.185,False,True,8,233.449839126734,0.008,3,3,11,"consecutive,sudden_shift","1931-1940,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-8b/lexemes/bank/s25245,4096.0,True
bank,s6399,True,0.563,False,True,12,595.4207225121853,0.0,7,6,12,"consecutive,sudden_shift","1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-8b/lexemes/bank/s6399,4096.0,True
zeitung,s10649,True,0.499,False,True,4,265.6949763984118,0.01,4,10,5,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-8b/lexemes/zeitung/s10649,4096.0,True
zeitung,s29644,True,0.439,False,True,16,324.8314122104389,0.0,4,2,14,"consecutive,sudden_shift","1951-1960,1961-1970,1971-1980,1991-2000,2001-2010,2011-2018",results/Qwen3-8b/lexemes/zeitung/s29644,4096.0,True
